symbol,effective_from,effective_to,screening_snapshot_date,membership_source,membership_confidence,source_id,source_note,is_exact_index_membership,is_shariah_screened_eligible
SCL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SEARL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SERT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SFL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SGABL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SGF,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SGPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SHCM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SHDT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SHEL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SHEZ,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SHFA,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SINDM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SITC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SMCPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SNAI,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SNGP,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SPEL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SPWL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SSGC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SSOM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
STCL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
STJT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
